KYTREASNOX,TIDXFAM,TTERMTYPE,TTERMLBL,MCALDT,TMNOMPRC,TMNOMPRC_FLG,TMYTM
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1978-02-28,8.6188798933628E+01,D,7.4213317896603E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1978-03-31,8.5964616262596E+01,D,7.5513763307607E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1978-04-28,8.5832203491131E+01,D,7.6075321881613E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1978-05-31,8.5322396547504E+01,D,7.9366601924733E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1978-06-30,8.4703258966225E+01,D,8.2894500372858E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1978-07-31,8.4724292234447E+01,D,8.2770527058243E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1978-08-31,8.4792778102441E+01,D,8.2593046443762E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1978-09-29,8.4452266897868E+01,D,8.4260999913379E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1978-10-31,8.3114738724311E+01,D,9.2347566024151E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1978-11-30,8.3070787862766E+01,D,9.2865751211323E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1978-12-29,8.2416883173643E+01,D,9.6294210558371E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1979-01-31,8.2913287483321E+01,D,9.3687426708982E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1979-02-28,8.2520956360422E+01,D,9.6058954207110E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1979-03-30,8.2765099404334E+01,D,9.4323440923915E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1979-04-30,8.2456703352664E+01,D,9.6316479020303E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1979-05-31,8.3088760416550E+01,D,9.2757438401524E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1979-06-29,8.4102986119782E+01,D,8.6327544618674E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1979-07-31,8.3427484775099E+01,D,9.0472254291986E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1979-08-31,8.2595709641213E+01,D,9.5475436104498E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1979-09-28,8.2185339603319E+01,D,9.7695139828373E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1979-10-31,7.9233732881152E+01,D,1.1638402881471E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1979-11-30,8.0282145460891E+01,D,1.0966124827200E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1979-12-31,8.0490959204213E+01,D,1.0836421412756E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1980-01-31,7.9689213538518E+01,D,1.1367369111143E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1980-02-29,7.6122612969162E+01,D,1.3678717402832E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1980-03-31,7.5604936420707E+01,D,1.3982430418207E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1980-04-30,8.1037208285811E+01,D,1.0513088761833E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1980-05-30,8.3969591730982E+01,D,8.7597725592149E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1980-06-30,8.3958641747464E+01,D,8.7422934271540E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1980-07-31,8.2765328953157E+01,D,9.4710212309430E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1980-08-29,7.9992636275044E+01,D,1.1131283696800E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1980-09-30,7.9128946096237E+01,D,1.1704571754645E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1980-10-31,7.7746781995429E+01,D,1.2620227771103E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1980-11-28,7.6858890271128E+01,D,1.3123996114941E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1980-12-31,7.8048727411593E+01,D,1.2391842197189E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1981-01-30,7.7795435389213E+01,D,1.2537197173912E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1981-02-27,7.6815880528772E+01,D,1.3169898555345E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1981-03-31,7.7692003657612E+01,D,1.2620892346992E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1981-04-30,7.5185650039524E+01,D,1.4280051562025E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1981-05-29,7.5835345479255E+01,D,1.3792497796751E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1981-06-30,7.5596994363718E+01,D,1.3987683034331E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1981-07-31,7.3941726701529E+01,D,1.5136113475170E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1981-08-31,7.3140625008701E+01,D,1.5639311396437E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1981-09-30,7.3209537311617E+01,D,1.5592224118283E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1981-10-30,7.5608240209096E+01,D,1.3961120780345E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1981-11-30,7.9332181250976E+01,D,1.1576316156835E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1981-12-31,7.6813587126779E+01,D,1.3207524777373E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1982-01-29,7.6376543896595E+01,D,1.3437911816467E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1982-02-26,7.5943912068499E+01,D,1.3702444674374E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1982-03-31,7.5847259678268E+01,D,1.3822430450834E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1982-04-30,7.6345307682689E+01,D,1.3476719488948E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1982-05-28,7.7030380473863E+01,D,1.2977405422792E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1982-06-30,7.5481729182740E+01,D,1.4063977829943E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1982-07-30,7.7369969157010E+01,D,1.2793523352046E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1982-08-31,7.9237923919017E+01,D,1.1619840663922E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1982-09-30,8.0344289379649E+01,D,1.0957468629339E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1982-10-29,8.1935621799346E+01,D,9.9210460970120E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1982-11-30,8.2343626765079E+01,D,9.7001683461419E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1982-12-31,8.3056821130191E+01,D,9.2695630193756E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1983-01-31,8.2910375605896E+01,D,9.3576799663802E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1983-02-28,8.3281736592577E+01,D,9.1345324401177E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1983-03-31,8.2438902173635E+01,D,9.6688823727421E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1983-04-29,8.3142991197483E+01,D,9.2051942523810E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1983-05-31,8.2194126839253E+01,D,9.7909046360231E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1983-06-30,8.1836510128399E+01,D,1.0036083444771E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1983-07-29,8.0681215568925E+01,D,1.0689291904518E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1983-08-31,8.0502922561236E+01,D,1.0843834855703E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1983-09-30,8.1405064479866E+01,D,1.0272562911291E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1983-10-31,8.1321884867675E+01,D,1.0323609054045E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1983-11-30,8.1229572878076E+01,D,1.0394540355930E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1983-12-30,8.0965431566373E+01,D,1.0528549563230E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1984-01-31,8.1299640514672E+01,D,1.0337268945084E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1984-02-29,8.0674055265412E+01,D,1.0737657924735E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1984-03-30,7.9790539942828E+01,D,1.1272819595732E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1984-04-30,7.9321450315803E+01,D,1.1583079906951E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1984-05-31,7.7708299484580E+01,D,1.2627704206914E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1984-06-29,7.7432958839474E+01,D,1.2770389913265E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1984-07-31,7.8304573584658E+01,D,1.2228208682715E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1984-08-31,7.8451310063354E+01,D,1.2167937735044E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1984-09-28,7.9037725384785E+01,D,1.1730108538538E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1984-10-31,8.0538436675599E+01,D,1.0821782064354E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1984-11-30,8.1542221923473E+01,D,1.0230491169978E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1984-12-31,8.2223702576756E+01,D,9.7863286488137E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1985-01-31,8.2420447576493E+01,D,9.6800918747691E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1985-02-28,8.1239686363580E+01,D,1.0402565576302E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1985-03-29,8.1520500641327E+01,D,1.0187871049472E+01
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1985-04-30,8.2258268967361E+01,D,9.7653133419145E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1985-05-31,8.3995542685828E+01,D,8.7442799094271E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1985-06-28,8.4186596842046E+01,D,8.5832075529061E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1985-07-31,8.3802591066893E+01,D,8.8353129662698E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1985-08-30,8.3771737131932E+01,D,8.8416132820684E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1985-09-30,8.4019826246574E+01,D,8.7058694124892E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1985-10-31,8.4324756193697E+01,D,8.5364285464790E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1985-11-29,8.4693391833873E+01,D,8.2952669375702E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1985-12-31,8.5467248270145E+01,D,7.8518472299970E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1986-01-31,8.5544733420282E+01,D,7.8279843275350E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1986-02-28,8.5975770787093E+01,D,7.5448977683537E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1986-03-31,8.7220507928979E+01,D,6.8271827170700E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1986-04-30,8.7455929298060E+01,D,6.7017592335731E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1986-05-30,8.6369143523892E+01,D,7.3069665388037E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1986-06-30,8.7314503027538E+01,D,6.7734018033599E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1986-07-31,8.7883076470837E+01,D,6.4670054788859E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1986-08-29,8.8767534952346E+01,D,5.9330775990873E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1986-09-30,8.8105146177679E+01,D,6.3233000551465E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1986-10-31,8.8405546513570E+01,D,6.1533445258625E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1986-11-28,8.8447625863654E+01,D,6.1128591281865E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1986-12-31,8.8168279669183E+01,D,6.2961464300314E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1987-01-30,8.8312124243133E+01,D,6.1976592760428E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1987-02-27,8.8171726866244E+01,D,6.2769944726639E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1987-03-31,8.7879654025741E+01,D,6.4512564495392E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1987-04-30,8.6539486608779E+01,D,7.2383847708874E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1987-05-29,8.5836352022001E+01,D,7.6051254853457E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1987-06-30,8.6315682204819E+01,D,7.3478787879518E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1987-07-31,8.6079443077020E+01,D,7.4847249448347E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1987-08-31,8.5496277551752E+01,D,7.8241494294516E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1987-09-30,8.4467185381620E+01,D,8.4403532863505E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1987-10-30,8.5810326268813E+01,D,7.6306360229424E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1987-11-30,8.5959065644663E+01,D,7.5546004501514E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1987-12-31,8.5850421524568E+01,D,7.6386483278018E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1988-01-29,8.6645579016378E+01,D,7.1378759962930E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1988-02-29,8.6928961670620E+01,D,7.0039466699689E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1988-03-31,8.6471108781633E+01,D,7.2779613223964E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1988-04-29,8.5843982835076E+01,D,7.6214941380679E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1988-05-31,8.5124455988633E+01,D,8.0527906137216E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1988-06-30,8.5462773282375E+01,D,7.8652395476226E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1988-07-29,8.4731191148160E+01,D,8.2616853234630E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1988-08-31,8.4316843810037E+01,D,8.5294266495493E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1988-09-30,8.4793745958679E+01,D,8.2700779339565E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1988-10-31,8.5084687239388E+01,D,8.0761552516101E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1988-11-30,8.4128264058602E+01,D,8.6413799336826E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1988-12-30,8.3614486144208E+01,D,8.9354297943642E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1989-01-31,8.3684557778178E+01,D,8.9057860199153E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1989-02-28,8.3009440490044E+01,D,9.3107921907798E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1989-03-31,8.2730255042974E+01,D,9.5183570459557E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1989-04-28,8.3356961107738E+01,D,9.0770348070020E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1989-05-31,8.4189927298589E+01,D,8.6047450089318E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1989-06-30,8.5412701334181E+01,D,7.9054274899257E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1989-07-31,8.6311816235415E+01,D,7.3601838407370E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1989-08-31,8.4830620011501E+01,D,8.2369646727573E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1989-09-29,8.4698053595895E+01,D,8.2925186377457E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1989-10-31,8.5769240124859E+01,D,7.6754875238173E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1989-11-30,8.5941445924190E+01,D,7.5855903621173E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1989-12-29,8.5630939369503E+01,D,7.7349847863164E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1990-01-31,8.5048490705761E+01,D,8.0974306633849E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1990-02-28,8.4805673612258E+01,D,8.2403869811697E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1990-03-30,8.4379044014160E+01,D,8.4693519373553E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1990-04-30,8.3927447654492E+01,D,8.7488891834999E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1990-05-31,8.4712361330127E+01,D,8.3068118111992E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1990-06-29,8.5102347622156E+01,D,8.0437407491435E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1990-07-31,8.5645862582079E+01,D,7.7368650014364E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1990-08-31,8.5375499854448E+01,D,7.8947359809572E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1990-09-28,8.5403938177713E+01,D,7.8566112753453E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1990-10-31,8.5895396428966E+01,D,7.6019975323137E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1990-11-30,8.6287079041206E+01,D,7.3644277903752E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1990-12-31,8.6824593681298E+01,D,7.0543498828013E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1991-01-31,8.7091604744789E+01,D,6.9199640557974E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1991-02-28,8.7120084018540E+01,D,6.9035941208046E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1991-03-28,8.6932149523641E+01,D,6.9639544399167E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1991-04-30,8.7485267623530E+01,D,6.6758438683610E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1991-05-31,8.7380434651004E+01,D,6.7634697645083E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1991-06-28,8.7143060304496E+01,D,6.8527902879684E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1991-07-31,8.7477379103135E+01,D,6.6894975291676E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1991-08-30,8.8128827104938E+01,D,6.3012612998045E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1991-09-30,8.8810918041290E+01,D,5.9249133289459E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1991-10-31,8.9396907594818E+01,D,5.6118922725293E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1991-11-29,8.9817230457396E+01,D,5.3549965594758E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1991-12-31,9.0961910133546E+01,D,4.7299874315549E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1992-01-31,9.0399756071542E+01,D,5.0395273980950E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1992-02-28,9.0043594550584E+01,D,5.2366389888416E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1992-03-31,8.9470240058082E+01,D,5.5632064659807E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1992-04-30,8.9779932903936E+01,D,5.3978292809470E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1992-05-29,9.0146365896345E+01,D,5.1726060416012E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1992-06-30,9.0848331775171E+01,D,4.7989376861597E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1992-07-31,9.1658333782215E+01,D,4.3670790593913E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1992-08-31,9.2110823274949E+01,D,4.1088866536915E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1992-09-30,9.2729493977515E+01,D,3.7741799067788E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1992-10-30,9.1459418076018E+01,D,4.4576351824329E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1992-11-30,9.0956848300547E+01,D,4.7392493218249E+00
2000048,DISCBOND,5002,Fama Bliss Discount Bonds - 2-Year (Nominal),1992-12-31,9.1404635042826E+01,D,4.4998640529383E+00
