KYTREASNOX,TIDXFAM,TTERMTYPE,TTERMLBL,MCALDT,TMNOMPRC,TMNOMPRC_FLG,TMYTM
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2013-08-30,9.7563762507626E+01,D,8.2063602876484E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2013-09-30,9.8072577831384E+01,D,6.4815448113574E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2013-10-31,9.8182117221517E+01,D,6.1097848348616E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2013-11-29,9.8264813994438E+01,D,5.8240850625282E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2013-12-31,9.7616712468183E+01,D,8.0404912138958E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2014-01-31,9.7871014317425E+01,D,7.1667069120878E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2014-02-28,9.7882926293470E+01,D,7.1261760704467E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2014-03-31,9.7330874605238E+01,D,9.0097501535728E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2014-04-30,9.7415540288627E+01,D,8.7361234662245E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2014-05-30,9.7598532739805E+01,D,8.0878030943234E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2014-06-30,9.7347576195740E+01,D,8.9526085696863E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2014-07-31,9.6928860981362E+01,D,1.0388136369515E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2014-08-29,9.7103388280548E+01,D,9.7712017008793E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2014-09-30,9.6764715287462E+01,D,1.0962590209772E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2014-10-31,9.7129884775616E+01,D,9.6981719034357E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2014-11-28,9.7335793860930E+01,D,8.9765377902876E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2014-12-31,9.6729800337881E+01,D,1.1093016141571E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2015-01-30,9.7706202701301E+01,D,7.7209450390904E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2015-02-27,9.6936831775942E+01,D,1.0351306281346E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2015-03-31,9.7334162804424E+01,D,9.0149492947983E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2015-04-30,9.7269700157743E+01,D,9.2191316382079E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2015-05-29,9.7170963762522E+01,D,9.5399450576562E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2015-06-30,9.6963071460568E+01,D,1.0279995827685E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2015-07-31,9.7060549192435E+01,D,9.9359876911708E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2015-08-31,9.6767277904741E+01,D,1.0943768477001E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2015-09-30,9.7300090507766E+01,D,9.1317613487669E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2015-10-30,9.6941006844557E+01,D,1.0336976100240E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2015-11-30,9.6387922422790E+01,D,1.2251904306662E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2015-12-31,9.6094771956942E+01,D,1.3266309721307E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2016-01-29,9.7063067828124E+01,D,9.9092629237713E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2016-02-29,9.7313254024004E+01,D,9.0783295850364E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2016-03-31,9.7437915079431E+01,D,8.6674240432128E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2016-04-29,9.7217750729232E+01,D,9.3970421151980E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2016-05-31,9.6955405061553E+01,D,1.0306351917742E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2016-06-30,9.7932402892823E+01,D,6.9769806281981E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2016-07-29,9.7744289521638E+01,D,7.5912706575120E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2016-08-31,9.7222006897918E+01,D,9.3996143293613E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2016-09-30,9.7345901923401E+01,D,8.9665173920187E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2016-10-31,9.7042892389886E+01,D,1.0005705509947E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2016-11-30,9.5886031195102E+01,D,1.4016091137108E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2016-12-30,9.5735166199579E+01,D,1.4514909005914E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2017-01-31,9.5646290155669E+01,D,1.4837759266098E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2017-02-28,9.5503584649274E+01,D,1.5335468327487E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2017-03-31,9.5565003311701E+01,D,1.5107372957292E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2017-04-28,9.5725725502063E+01,D,1.4521252193108E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2017-05-31,9.5758654732034E+01,D,1.4459595594514E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2017-06-30,9.5436970163057E+01,D,1.5553847766219E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2017-07-31,9.5559447940417E+01,D,1.5126733127082E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2017-08-31,9.5789238202147E+01,D,1.4326864491549E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2017-09-29,9.5201488297072E+01,D,1.6361652633557E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2017-10-31,9.4912616457792E+01,D,1.7404515334649E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2017-11-30,9.4452268130473E+01,D,1.9007834764740E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2017-12-29,9.4239416713962E+01,D,1.9723182242502E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2018-01-31,9.3355793976121E+01,D,2.2938364270306E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2018-02-28,9.3032195804816E+01,D,2.4096859077802E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2018-03-29,9.3097200877475E+01,D,2.3776880342426E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2018-04-30,9.2398742506557E+01,D,2.6328229245407E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2018-05-31,9.2624250997070E+01,D,2.5516427962362E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2018-06-29,9.2446684918571E+01,D,2.6131633210076E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2018-07-31,9.2074896570902E+01,D,2.7522616477297E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2018-08-31,9.2281178678660E+01,D,2.6752229795473E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2018-09-28,9.1745371878032E+01,D,2.8639250465133E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2018-10-31,9.1646452424393E+01,D,2.9103884512251E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2018-11-30,9.2011967571766E+01,D,2.7725193011957E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2018-12-31,9.2932725126837E+01,D,2.4409156301656E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2019-01-31,9.3004245207487E+01,D,2.4152958977041E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2019-02-28,9.2817854233915E+01,D,2.4821056687594E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2019-03-29,9.3618191742612E+01,D,2.1921761952631E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2019-04-30,9.3533674616916E+01,D,2.2282886731923E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2019-05-31,9.4526776322782E+01,D,1.8745229925954E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2019-06-28,9.4987744440876E+01,D,1.7093936713593E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2019-07-31,9.4697792323050E+01,D,1.8176431560023E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2019-08-30,9.5813806960902E+01,D,1.4228474752136E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2019-09-30,9.5438182584182E+01,D,1.5549617025398E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2019-10-31,9.5571159504110E+01,D,1.5085920272792E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2019-11-29,9.5278707685077E+01,D,1.6091883174473E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2019-12-31,9.5296404657817E+01,D,1.6059368015357E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2020-01-31,9.6201489631850E+01,D,1.2896670640616E+00
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2020-02-28,9.7314466520279E+01,D,9.0658971084609E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2020-03-31,9.9096604798972E+01,D,3.0250019543220E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2020-04-30,9.9237653258665E+01,D,2.5555592301765E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2020-05-29,9.9365464908740E+01,D,2.1179875967693E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2020-06-30,9.9474487490790E+01,D,1.7563273287464E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2020-07-31,9.9633967532386E+01,D,1.2223467219286E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2020-08-31,9.9538822844893E+01,D,1.5408129052698E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2020-09-30,9.9509753560478E+01,D,1.6396709831187E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2020-10-30,9.9400510756578E+01,D,2.0024826441017E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2020-11-30,9.9446387030595E+01,D,1.8505036732773E-01
2000049,DISCBOND,5003,Fama Bliss Discount Bonds - 3-Year (Nominal),2020-12-31,9.9529857560328E+01,D,1.5737113203465E-01
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1959-01-30,8.5365899982045E+01,D,3.9501753763641E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1959-02-27,8.5953920625528E+01,D,3.7787945801365E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1959-03-31,8.5744248740314E+01,D,3.8476648953475E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1959-04-30,8.4950307753753E+01,D,4.0748020096086E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1959-05-29,8.4575029877182E+01,D,4.1796895583564E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1959-06-30,8.3823237204441E+01,D,4.4145219596696E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1959-07-31,8.3811980230340E+01,D,4.4118339591463E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1959-08-31,8.2977748838401E+01,D,4.6649425104344E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1959-09-30,8.2672345724270E+01,D,4.7538698464955E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1959-10-30,8.3405810910247E+01,D,4.5300994939131E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1959-11-30,8.2348050863722E+01,D,4.8553849643312E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1959-12-31,8.2255508295793E+01,D,4.8801532501170E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1960-01-29,8.2951631202543E+01,D,4.6632306468736E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1960-02-29,8.3126629016495E+01,D,4.6201272503295E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1960-03-31,8.5244878713825E+01,D,3.9883219968851E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1960-04-29,8.3932926983405E+01,D,4.3728147153481E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1960-05-31,8.4235671360760E+01,D,4.2946757161418E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1960-06-30,8.5375500360072E+01,D,3.9500697465504E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1960-07-29,8.6934494561799E+01,D,3.4932043663281E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1960-08-31,8.6848077828843E+01,D,3.5228328210444E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1960-09-30,8.6576959912936E+01,D,3.6009451213694E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1960-10-31,8.6462295552878E+01,D,3.6365439159959E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1960-11-30,8.5745371385098E+01,D,3.8420705170318E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1960-12-30,8.7453264630427E+01,D,3.3470563465350E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1961-01-31,8.6615041856618E+01,D,3.5948797349123E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1961-02-28,8.7072469290654E+01,D,3.4631080161207E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1961-03-30,8.7703675789000E+01,D,3.2756721440784E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1961-04-28,8.8249334656724E+01,D,3.1186924729150E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1961-05-31,8.7831207439995E+01,D,3.2482824665334E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1961-06-30,8.6484609996298E+01,D,3.6276080938182E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1961-07-31,8.6483765604912E+01,D,3.6303367633147E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1961-08-31,8.5879402266016E+01,D,3.8030495851514E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1961-09-29,8.6436755203537E+01,D,3.6389449840168E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1961-10-31,8.6913670972971E+01,D,3.5087746452029E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1961-11-30,8.6836298084569E+01,D,3.5262216352947E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1961-12-29,8.6124441746242E+01,D,3.7267657355990E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1962-01-31,8.5630973556533E+01,D,3.8754238795155E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1962-02-28,8.6612054117626E+01,D,3.5908202917192E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1962-03-30,8.6880737120450E+01,D,3.5110365081717E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1962-04-30,8.6671669918840E+01,D,3.5760778868553E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1962-05-31,8.6856361080275E+01,D,3.5204501582579E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1962-06-29,8.6536169949186E+01,D,3.6102472099308E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1962-07-31,8.6441620270327E+01,D,3.6450195315164E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1962-08-31,8.7041463968909E+01,D,3.4672648275629E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1962-09-28,8.7036791403565E+01,D,3.4638641550249E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1962-10-31,8.7264554567027E+01,D,3.4033146468514E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1962-11-30,8.7178765083255E+01,D,3.4278873198231E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1962-12-31,8.7251940408246E+01,D,3.4092596379200E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1963-01-31,8.7048186609973E+01,D,3.4653353504804E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1963-02-28,8.6952208909541E+01,D,3.4928962128802E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1963-03-29,8.6518438370064E+01,D,3.6128921182456E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1963-04-30,8.6461008173488E+01,D,3.6394090925885E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1963-05-31,8.6284109498660E+01,D,3.6855940989193E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1963-06-28,8.6170274506547E+01,D,3.7134923228382E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1963-07-31,8.5876933626407E+01,D,3.8037677391456E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1963-08-30,8.5741343483220E+01,D,3.8406152859333E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1963-09-30,8.5709454698412E+01,D,3.8551760816876E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1963-10-31,8.5447087933414E+01,D,3.9291303084948E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1963-11-29,8.5536669791697E+01,D,3.9002825468146E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1963-12-31,8.5197542640029E+01,D,4.0076850702595E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1964-01-31,8.5400161505153E+01,D,3.9428543547593E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1964-02-28,8.5160394724807E+01,D,4.0103491544272E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1964-03-31,8.4731483581382E+01,D,4.1449128588836E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1964-04-30,8.4925170543848E+01,D,4.0821956621312E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1964-05-28,8.5104905213631E+01,D,4.0211211105019E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1964-06-30,8.5317521410880E+01,D,3.9724796673846E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1964-07-31,8.5305830800628E+01,D,3.9704650288565E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1964-08-31,8.5245007116824E+01,D,3.9910159771051E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1964-09-30,8.5221292949979E+01,D,3.9952352808298E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1964-10-30,8.5200511414592E+01,D,3.9985912305129E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1964-11-30,8.4938375159601E+01,D,4.0811047639587E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1964-12-31,8.5206916638216E+01,D,3.9994500971758E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1965-01-29,8.5274322518162E+01,D,3.9742537943267E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1965-02-26,8.5178673529120E+01,D,4.0022535554058E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1965-03-31,8.5221349596416E+01,D,4.0034391956604E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1965-04-30,8.5141199442501E+01,D,4.0187259838125E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1965-05-28,8.5137899060715E+01,D,4.0169449017966E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1965-06-30,8.5145723302062E+01,D,4.0173985879156E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1965-07-30,8.4812807794985E+01,D,4.1124569909586E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1965-08-31,8.4663480907126E+01,D,4.1649988427801E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1965-09-30,8.4296697889896E+01,D,4.2677642873381E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1965-10-29,8.4024132345678E+01,D,4.3427300569340E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1965-11-30,8.3765176984323E+01,D,4.4318560994727E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1965-12-31,8.2264101649290E+01,D,4.8775433874168E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1966-01-31,8.2185047672448E+01,D,4.9049200566785E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1966-02-28,8.1892669753796E+01,D,4.9940175382575E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1966-03-31,8.2587837262242E+01,D,4.7794206557950E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1966-04-29,8.2375920629113E+01,D,4.8402949017316E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1966-05-31,8.1892304957683E+01,D,4.9975521453085E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1966-06-30,8.1493668550450E+01,D,5.1126197026006E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1966-07-29,8.1104644389868E+01,D,5.2250126617360E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1966-08-31,7.9283230547305E+01,D,5.7996164964085E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1966-09-30,8.0827486794609E+01,D,5.3176852501793E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1966-10-31,8.1188528992228E+01,D,5.2099054342106E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1966-11-30,8.0859501161521E+01,D,5.3077919199192E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1966-12-30,8.2732179269076E+01,D,4.7325558400465E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1967-01-31,8.3115713899226E+01,D,4.6265792758438E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1967-02-28,8.2813379432672E+01,D,4.7177453370448E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1967-03-31,8.4085427682939E+01,D,4.3304567243236E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1967-04-28,8.3122807514497E+01,D,4.6118002873053E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1967-05-31,8.3232834325867E+01,D,4.5945006495694E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1967-06-30,8.1292076285169E+01,D,5.1744968622471E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1967-07-31,8.1951756386826E+01,D,4.9759862151960E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1967-08-31,8.1270949476062E+01,D,5.1809904511462E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1967-09-29,8.0904908418784E+01,D,5.2901455178782E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1967-10-31,8.0186075220387E+01,D,5.5242918477031E+00
2000050,DISCBOND,5004,Fama Bliss Discount Bonds - 4-Year (Nominal),1967-11-30,8.0059410694512E+01,D,5.5562243236453E+00
